Év,Város,Lakástípus,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Nettó jövedelem (EUR/hó),EUR/RON árfolyam,Munkanélküliségi ráta (%)
2016-Q3,Temesvár,Használt lakás,1057.76,276.09,615.2,4.556,5.64
2016-Q3,Brassó,Új lakás,1386.58,370.9,623.19,4.556,5.73
2016-Q3,Brassó,Felújított lakás,1220.92,306.74,623.19,4.556,5.73
2016-Q3,Brassó,Használt lakás,1038.9,255.17,623.19,4.556,5.73
2016-Q3,Jászvásár,Új lakás,1414.17,371.51,610.66,4.556,6.3
2016-Q3,Jászvásár,Felújított lakás,1213.87,309.67,610.66,4.556,6.3
2016-Q3,Jászvásár,Használt lakás,1059.66,270.21,610.66,4.556,6.3
2016-Q3,Konstanca,Új lakás,1410.11,372.34,592.72,4.556,5.64
2016-Q3,Konstanca,Felújított lakás,1208.41,307.96,592.72,4.556,5.64
2016-Q3,Konstanca,Használt lakás,1072.14,271.53,592.72,4.556,5.64
2016-Q3,Craiova,Új lakás,1396.24,370.21,602.97,4.556,5.85
2016-Q3,Craiova,Felújított lakás,1254.97,315.29,602.97,4.556,5.85
2016-Q3,Craiova,Használt lakás,1067.02,270.27,602.97,4.556,5.85
2016-Q3,Galac,Új lakás,1416.73,353.64,613.98,4.556,6.34
2016-Q3,Galac,Felújított lakás,1225.51,325.83,613.98,4.556,6.34
2016-Q3,Galac,Használt lakás,1052.31,257.52,613.98,4.556,6.34
2016-Q3,Ploiești,Új lakás,1396.47,370.27,622.12,4.556,6.11
2016-Q3,Ploiești,Felújított lakás,1205.47,319.04,622.12,4.556,6.11
2016-Q3,Ploiești,Használt lakás,1073.99,267.02,622.12,4.556,6.11
2016-Q3,Nagyvárad,Új lakás,1396.49,361.68,598.31,4.556,6.33
2016-Q3,Nagyvárad,Felújított lakás,1239.42,303.4,598.31,4.556,6.33
2016-Q3,Nagyvárad,Használt lakás,1041.76,269.61,598.31,4.556,6.33
2016-Q3,Arad,Új lakás,1425.65,361.37,625.53,4.556,5.66
2016-Q3,Arad,Felújított lakás,1217.83,310.67,625.53,4.556,5.66
2016-Q3,Arad,Használt lakás,1068.21,272.27,625.53,4.556,5.66
2016-Q3,Nagyszeben,Új lakás,1417.75,371.74,596.41,4.556,6.22
2016-Q3,Nagyszeben,Felújított lakás,1246.03,314.11,596.41,4.556,6.22
2016-Q3,Nagyszeben,Használt lakás,1059.72,268.53,596.41,4.556,6.22
2016-Q3,Târgu Mureș,Új lakás,1415.09,353.93,624.57,4.556,5.87
2016-Q3,Târgu Mureș,Felújított lakás,1232.63,328.93,624.57,4.556,5.87
2016-Q3,Târgu Mureș,Használt lakás,1058.78,266.99,624.57,4.556,5.87
2016-Q4,Bukarest,Új lakás,1397.81,371.55,601.42,4.552,6.01
2016-Q4,Bukarest,Felújított lakás,1240.33,324.26,601.42,4.552,6.01
2016-Q4,Bukarest,Használt lakás,1073.92,256.69,601.42,4.552,6.01
2016-Q4,Kolozsvár,Új lakás,1406.78,359.09,592.92,4.552,6.25
2016-Q4,Kolozsvár,Felújított lakás,1219.96,315.4,592.92,4.552,6.25
2016-Q4,Kolozsvár,Használt lakás,1072.13,271.65,592.92,4.552,6.25
2016-Q4,Temesvár,Új lakás,1397.74,367.03,612.14,4.552,6.05
2016-Q4,Temesvár,Felújított lakás,1247.3,306.85,612.14,4.552,6.05
2016-Q4,Temesvár,Használt lakás,1044.68,265.11,612.14,4.552,6.05
2016-Q4,Brassó,Új lakás,1400.37,368.08,595.16,4.552,5.94
2016-Q4,Brassó,Felújított lakás,1226.81,310.74,595.16,4.552,5.94
2016-Q4,Brassó,Használt lakás,1037.14,275.84,595.16,4.552,5.94
2016-Q4,Jászvásár,Új lakás,1417.6,348.38,595.64,4.552,6.12
2016-Q4,Jászvásár,Felújított lakás,1243.69,303.98,595.64,4.552,6.12
2016-Q4,Jászvásár,Használt lakás,1052.53,255.36,595.64,4.552,6.12
2016-Q4,Konstanca,Új lakás,1383.44,353.75,605.31,4.552,5.75
2016-Q4,Konstanca,Felújított lakás,1243.28,315.27,605.31,4.552,5.75
2016-Q4,Konstanca,Használt lakás,1063.63,257.15,605.31,4.552,5.75
2016-Q4,Craiova,Új lakás,1403.76,346.02,604.44,4.552,6.28
2016-Q4,Craiova,Felújított lakás,1245.82,326.18,604.44,4.552,6.28
2016-Q4,Craiova,Használt lakás,1058.35,256.75,604.44,4.552,6.28
2016-Q4,Galac,Új lakás,1389.15,357.27,606.81,4.552,5.93
2016-Q4,Galac,Felújított lakás,1218.01,310.26,606.81,4.552,5.93
2016-Q4,Galac,Használt lakás,1058.32,276.25,606.81,4.552,5.93
2016-Q4,Ploiești,Új lakás,1421.8,353.13,626.39,4.552,6.32
2016-Q4,Ploiești,Felújított lakás,1226.38,304.69,626.39,4.552,6.32
2016-Q4,Ploiești,Használt lakás,1077.15,266.59,626.39,4.552,6.32
2016-Q4,Nagyvárad,Új lakás,1388.82,373.92,614.21,4.552,6.37
2016-Q4,Nagyvárad,Felújított lakás,1210.46,302.77,614.21,4.552,6.37
2016-Q4,Nagyvárad,Használt lakás,1049.49,257.35,614.21,4.552,6.37
2016-Q4,Arad,Új lakás,1406.37,358.32,621.55,4.552,6.17
2016-Q4,Arad,Felújított lakás,1211.37,324.04,621.55,4.552,6.17
2016-Q4,Arad,Használt lakás,1054.13,278.65,621.55,4.552,6.17
2016-Q4,Nagyszeben,Új lakás,1414.0,365.96,623.06,4.552,6.39
2016-Q4,Nagyszeben,Felújított lakás,1228.58,311.49,623.06,4.552,6.39
2016-Q4,Nagyszeben,Használt lakás,1033.73,258.62,623.06,4.552,6.39
2016-Q4,Târgu Mureș,Új lakás,1396.5,373.96,599.27,4.552,6.09
2016-Q4,Târgu Mureș,Felújított lakás,1216.68,312.31,599.27,4.552,6.09
2016-Q4,Târgu Mureș,Használt lakás,1075.64,280.86,599.27,4.552,6.09
2017-Q1,Bukarest,Új lakás,1501.2,396.91,661.41,4.564,5.57
2017-Q1,Bukarest,Felújított lakás,1310.1,338.54,661.41,4.564,5.57
2017-Q1,Bukarest,Használt lakás,1113.84,288.5,661.41,4.564,5.57
2017-Q1,Kolozsvár,Új lakás,1491.17,402.65,668.72,4.564,5.78
2017-Q1,Kolozsvár,Felújított lakás,1318.69,350.22,668.72,4.564,5.78
2017-Q1,Kolozsvár,Használt lakás,1119.03,278.66,668.72,4.564,5.78
2017-Q1,Temesvár,Új lakás,1509.37,388.03,651.99,4.564,6.06
2017-Q1,Temesvár,Felújított lakás,1320.5,353.18,651.99,4.564,6.06
2017-Q1,Temesvár,Használt lakás,1136.35,294.3,651.99,4.564,6.06
2017-Q1,Brassó,Új lakás,1481.43,389.05,634.31,4.564,5.64
2017-Q1,Brassó,Felújított lakás,1332.45,353.94,634.31,4.564,5.64
2017-Q1,Brassó,Használt lakás,1108.28,304.58,634.31,4.564,5.64
2017-Q1,Jászvásár,Új lakás,1502.74,391.62,666.16,4.564,5.73
2017-Q1,Jászvásár,Felújított lakás,1294.8,338.42,666.16,4.564,5.73
2017-Q1,Jászvásár,Használt lakás,1106.73,290.74,666.16,4.564,5.73
2017-Q1,Konstanca,Új lakás,1479.5,387.38,663.89,4.564,5.73
2017-Q1,Konstanca,Felújított lakás,1300.47,344.35,663.89,4.564,5.73
2017-Q1,Konstanca,Használt lakás,1148.24,285.03,663.89,4.564,5.73
2017-Q1,Craiova,Új lakás,1490.37,393.43,637.79,4.564,5.63
2017-Q1,Craiova,Felújított lakás,1321.64,339.51,637.79,4.564,5.63
2017-Q1,Craiova,Használt lakás,1118.67,297.94,637.79,4.564,5.63
2017-Q1,Galac,Új lakás,1517.79,376.39,644.14,4.564,5.35
2017-Q1,Galac,Felújított lakás,1308.92,338.86,644.14,4.564,5.35
2017-Q1,Galac,Használt lakás,1119.1,285.13,644.14,4.564,5.35
2017-Q1,Ploiești,Új lakás,1524.96,394.17,645.52,4.564,5.5
2017-Q1,Ploiești,Felújított lakás,1328.84,336.74,645.52,4.564,5.5
2017-Q1,Ploiești,Használt lakás,1129.74,286.36,645.52,4.564,5.5
2017-Q1,Nagyvárad,Új lakás,1475.23,383.2,640.93,4.564,5.65
2017-Q1,Nagyvárad,Felújított lakás,1325.89,345.55,640.93,4.564,5.65
2017-Q1,Nagyvárad,Használt lakás,1113.55,288.41,640.93,4.564,5.65
2017-Q1,Arad,Új lakás,1494.78,390.29,638.33,4.564,5.46
2017-Q1,Arad,Felújított lakás,1324.54,353.75,638.33,4.564,5.46
2017-Q1,Arad,Használt lakás,1119.91,288.0,638.33,4.564,5.46
2017-Q1,Nagyszeben,Új lakás,1507.79,388.87,666.96,4.564,5.71
2017-Q1,Nagyszeben,Felújított lakás,1301.08,342.36,666.96,4.564,5.71
2017-Q1,Nagyszeben,Használt lakás,1124.7,306.41,666.96,4.564,5.71
2017-Q1,Târgu Mureș,Új lakás,1487.95,386.45,667.35,4.564,6.02
2017-Q1,Târgu Mureș,Felújított lakás,1336.57,342.59,667.35,4.564,6.02
2017-Q1,Târgu Mureș,Használt lakás,1130.59,283.34,667.35,4.564,6.02
2017-Q2,Bukarest,Új lakás,1477.56,378.73,650.92,4.527,5.93
2017-Q2,Bukarest,Felújított lakás,1325.7,335.46,650.92,4.527,5.93
2017-Q2,Bukarest,Használt lakás,1130.26,298.61,650.92,4.527,5.93
2017-Q2,Kolozsvár,Új lakás,1521.11,402.01,655.19,4.527,6.03
2017-Q2,Kolozsvár,Felújított lakás,1320.62,332.23,655.19,4.527,6.03
2017-Q2,Kolozsvár,Használt lakás,1110.3,283.2,655.19,4.527,6.03
2017-Q2,Temesvár,Új lakás,1487.86,386.62,655.21,4.527,5.49
2017-Q2,Temesvár,Felújított lakás,1319.1,329.61,655.21,4.527,5.49
2017-Q2,Temesvár,Használt lakás,1113.97,278.26,655.21,4.527,5.49
2017-Q2,Brassó,Új lakás,1492.99,378.63,663.91,4.527,5.67
2017-Q2,Brassó,Felújított lakás,1331.99,349.31,663.91,4.527,5.67
2017-Q2,Brassó,Használt lakás,1103.56,280.3,663.91,4.527,5.67
2017-Q2,Jászvásár,Új lakás,1491.26,384.73,638.67,4.527,5.67
2017-Q2,Jászvásár,Felújított lakás,1305.13,335.09,638.67,4.527,5.67
2017-Q2,Jászvásár,Használt lakás,1107.58,286.73,638.67,4.527,5.67
2017-Q2,Konstanca,Új lakás,1477.98,395.63,636.87,4.527,5.39
2017-Q2,Konstanca,Felújított lakás,1318.27,330.33,636.87,4.527,5.39
2017-Q2,Konstanca,Használt lakás,1105.79,303.23,636.87,4.527,5.39
2017-Q2,Craiova,Új lakás,1520.61,400.77,653.29,4.527,5.92
2017-Q2,Craiova,Felújított lakás,1306.97,341.74,653.29,4.527,5.92
2017-Q2,Craiova,Használt lakás,1107.17,283.77,653.29,4.527,5.92
2017-Q2,Galac,Új lakás,1488.04,387.97,651.45,4.527,5.38
2017-Q2,Galac,Felújított lakás,1306.56,343.03,651.45,4.527,5.38
2017-Q2,Galac,Használt lakás,1141.79,293.07,651.45,4.527,5.38
2017-Q2,Ploiești,Új lakás,1485.34,383.77,632.72,4.527,5.76
2017-Q2,Ploiești,Felújított lakás,1329.93,336.27,632.72,4.527,5.76
2017-Q2,Ploiești,Használt lakás,1114.53,301.35,632.72,4.527,5.76
2017-Q2,Nagyvárad,Új lakás,1495.71,390.75,669.47,4.527,5.59
2017-Q2,Nagyvárad,Felújított lakás,1336.3,327.7,669.47,4.527,5.59
2017-Q2,Nagyvárad,Használt lakás,1102.11,306.51,669.47,4.527,5.59
2017-Q2,Arad,Új lakás,1478.31,396.65,635.46,4.527,5.82
2017-Q2,Arad,Felújított lakás,1317.33,354.08,635.46,4.527,5.82
2017-Q2,Arad,Használt lakás,1107.58,283.28,635.46,4.527,5.82
2017-Q2,Nagyszeben,Új lakás,1475.74,402.27,642.81,4.527,5.88
2017-Q2,Nagyszeben,Felújított lakás,1335.97,356.19,642.81,4.527,5.88
2017-Q2,Nagyszeben,Használt lakás,1107.37,294.4,642.81,4.527,5.88
2017-Q2,Târgu Mureș,Új lakás,1517.33,387.23,658.49,4.527,6.03
2017-Q2,Târgu Mureș,Felújított lakás,1290.93,337.15,658.49,4.527,6.03
2017-Q2,Târgu Mureș,Használt lakás,1104.05,300.01,658.49,4.527,6.03
2017-Q3,Bukarest,Új lakás,1495.37,388.65,634.74,4.58,6.02
2017-Q3,Bukarest,Felújított lakás,1294.44,333.58,634.74,4.58,6.02
2017-Q3,Bukarest,Használt lakás,1119.14,293.64,634.74,4.58,6.02
2017-Q3,Kolozsvár,Új lakás,1490.76,380.56,649.37,4.58,5.41
2017-Q3,Kolozsvár,Felújított lakás,1321.25,334.59,649.37,4.58,5.41
2017-Q3,Kolozsvár,Használt lakás,1140.58,280.94,649.37,4.58,5.41
2017-Q3,Temesvár,Új lakás,1513.46,395.44,664.74,4.58,5.65
2017-Q3,Temesvár,Felújított lakás,1335.94,328.63,664.74,4.58,5.65
2017-Q3,Temesvár,Használt lakás,1118.16,279.0,664.74,4.58,5.65
2017-Q3,Brassó,Új lakás,1478.81,380.56,657.69,4.58,6.13
2017-Q3,Brassó,Felújított lakás,1320.27,348.16,657.69,4.58,6.13
2017-Q3,Brassó,Használt lakás,1146.03,290.15,657.69,4.58,6.13
2017-Q3,Jászvásár,Új lakás,1495.23,388.58,643.8,4.58,5.64
2017-Q3,Jászvásár,Felújított lakás,1290.22,336.59,643.8,4.58,5.64
2017-Q3,Jászvásár,Használt lakás,1123.84,303.77,643.8,4.58,5.64
2017-Q3,Konstanca,Új lakás,1520.8,390.08,630.27,4.58,5.75
2017-Q3,Konstanca,Felújított lakás,1310.2,330.49,630.27,4.58,5.75
2017-Q3,Konstanca,Használt lakás,1147.83,306.84,630.27,4.58,5.75
2017-Q3,Craiova,Új lakás,1491.34,387.45,657.22,4.58,6.13
2017-Q3,Craiova,Felújított lakás,1307.44,346.35,657.22,4.58,6.13
2017-Q3,Craiova,Használt lakás,1115.43,282.29,657.22,4.58,6.13
2017-Q3,Galac,Új lakás,1511.0,402.79,669.46,4.58,5.47
2017-Q3,Galac,Felújított lakás,1291.1,356.23,669.46,4.58,5.47
2017-Q3,Galac,Használt lakás,1147.22,277.6,669.46,4.58,5.47
2017-Q3,Ploiești,Új lakás,1508.11,400.78,653.78,4.58,5.44
2017-Q3,Ploiești,Felújított lakás,1296.14,355.47,653.78,4.58,5.44
2017-Q3,Ploiești,Használt lakás,1110.91,296.14,653.78,4.58,5.44
2017-Q3,Nagyvárad,Új lakás,1504.05,402.33,658.54,4.58,6.04
2017-Q3,Nagyvárad,Felújított lakás,1311.46,337.48,658.54,4.58,6.04
2017-Q3,Nagyvárad,Használt lakás,1140.54,305.72,658.54,4.58,6.04
2017-Q3,Arad,Új lakás,1491.9,377.03,652.36,4.58,5.52
2017-Q3,Arad,Felújított lakás,1328.22,327.51,652.36,4.58,5.52
2017-Q3,Arad,Használt lakás,1139.55,279.21,652.36,4.58,5.52
2017-Q3,Nagyszeben,Új lakás,1514.88,404.03,668.31,4.58,6.13
2017-Q3,Nagyszeben,Felújított lakás,1298.87,350.78,668.31,4.58,6.13
2017-Q3,Nagyszeben,Használt lakás,1115.51,304.2,668.31,4.58,6.13
2017-Q3,Târgu Mureș,Új lakás,1514.15,392.11,635.12,4.58,5.95
2017-Q3,Târgu Mureș,Felújított lakás,1307.91,333.07,635.12,4.58,5.95
2017-Q3,Târgu Mureș,Használt lakás,1121.99,307.06,635.12,4.58,5.95
2017-Q4,Bukarest,Új lakás,1513.05,381.55,636.79,4.612,5.9
2017-Q4,Bukarest,Felújított lakás,1300.71,334.68,636.79,4.612,5.9
2017-Q4,Bukarest,Használt lakás,1144.7,306.26,636.79,4.612,5.9
2017-Q4,Kolozsvár,Új lakás,1498.89,385.91,669.33,4.612,5.53
2017-Q4,Kolozsvár,Felújított lakás,1305.31,351.91,669.33,4.612,5.53
2017-Q4,Kolozsvár,Használt lakás,1126.45,301.18,669.33,4.612,5.53
2017-Q4,Temesvár,Új lakás,1514.5,388.39,647.26,4.612,5.42
2017-Q4,Temesvár,Felújított lakás,1318.44,348.96,647.26,4.612,5.42
2017-Q4,Temesvár,Használt lakás,1127.08,288.27,647.26,4.612,5.42
2017-Q4,Brassó,Új lakás,1506.98,402.12,646.18,4.612,5.5
2017-Q4,Brassó,Felújított lakás,1300.49,331.03,646.18,4.612,5.5
2017-Q4,Brassó,Használt lakás,1126.73,287.43,646.18,4.612,5.5
2017-Q4,Jászvásár,Új lakás,1510.52,378.44,634.12,4.612,5.48
2017-Q4,Jászvásár,Felújított lakás,1301.24,331.61,634.12,4.612,5.48
2017-Q4,Jászvásár,Használt lakás,1131.45,293.75,634.12,4.612,5.48
2017-Q4,Konstanca,Új lakás,1479.97,403.38,660.14,4.612,5.47
2017-Q4,Konstanca,Felújított lakás,1321.29,354.08,660.14,4.612,5.47
2017-Q4,Konstanca,Használt lakás,1149.13,280.41,660.14,4.612,5.47
2017-Q4,Craiova,Új lakás,1480.51,397.13,638.48,4.612,6.09
2017-Q4,Craiova,Felújított lakás,1330.5,341.26,638.48,4.612,6.09
2017-Q4,Craiova,Használt lakás,1128.2,294.67,638.48,4.612,6.09
2017-Q4,Galac,Új lakás,1480.4,377.86,642.02,4.612,5.69
2017-Q4,Galac,Felújított lakás,1333.26,354.67,642.02,4.612,5.69
2017-Q4,Galac,Használt lakás,1104.53,292.61,642.02,4.612,5.69
2017-Q4,Ploiești,Új lakás,1504.52,383.59,652.15,4.612,5.9
2017-Q4,Ploiești,Felújított lakás,1318.46,339.76,652.15,4.612,5.9
2017-Q4,Ploiești,Használt lakás,1106.17,297.05,652.15,4.612,5.9
2017-Q4,Nagyvárad,Új lakás,1494.3,388.42,633.85,4.612,5.75
2017-Q4,Nagyvárad,Felújított lakás,1319.78,345.52,633.85,4.612,5.75
2017-Q4,Nagyvárad,Használt lakás,1136.73,292.14,633.85,4.612,5.75
2017-Q4,Arad,Új lakás,1513.19,382.15,643.89,4.612,5.4
2017-Q4,Arad,Felújított lakás,1306.57,327.99,643.89,4.612,5.4
2017-Q4,Arad,Használt lakás,1110.49,278.33,643.89,4.612,5.4
2017-Q4,Nagyszeben,Új lakás,1486.6,378.04,652.6,4.612,6.13
2017-Q4,Nagyszeben,Felújított lakás,1334.3,349.44,652.6,4.612,6.13
2017-Q4,Nagyszeben,Használt lakás,1107.96,285.41,652.6,4.612,6.13
2017-Q4,Târgu Mureș,Új lakás,1482.05,388.06,653.87,4.612,5.53
2017-Q4,Târgu Mureș,Felújított lakás,1292.46,326.87,653.87,4.612,5.53
2017-Q4,Târgu Mureș,Használt lakás,1129.15,279.31,653.87,4.612,5.53
2018-Q1,Bukarest,Új lakás,1601.3,429.07,696.41,4.664,5.2
2018-Q1,Bukarest,Felújított lakás,1391.11,378.87,696.41,4.664,5.2
2018-Q1,Bukarest,Használt lakás,1219.62,306.41,696.41,4.664,5.2
2018-Q1,Kolozsvár,Új lakás,1576.29,412.28,677.71,4.664,5.47
2018-Q1,Kolozsvár,Felújított lakás,1384.83,369.39,677.71,4.664,5.47
2018-Q1,Kolozsvár,Használt lakás,1193.35,319.35,677.71,4.664,5.47
2018-Q1,Temesvár,Új lakás,1611.85,417.86,688.96,4.664,5.69
2018-Q1,Temesvár,Felújított lakás,1378.94,354.86,688.96,4.664,5.69
2018-Q1,Temesvár,Használt lakás,1181.32,325.25,688.96,4.664,5.69
2018-Q1,Brassó,Új lakás,1609.44,424.67,705.97,4.664,5.63
2018-Q1,Brassó,Felújított lakás,1395.34,377.06,705.97,4.664,5.63
2018-Q1,Brassó,Használt lakás,1211.37,326.58,705.97,4.664,5.63
2018-Q1,Jászvásár,Új lakás,1618.97,416.41,691.08,4.664,5.18
2018-Q1,Jászvásár,Felújított lakás,1397.12,352.63,691.08,4.664,5.18
2018-Q1,Jászvásár,Használt lakás,1171.38,318.93,691.08,4.664,5.18
2018-Q1,Konstanca,Új lakás,1610.49,419.17,673.73,4.664,5.22
2018-Q1,Konstanca,Felújított lakás,1381.94,355.77,673.73,4.664,5.22
2018-Q1,Konstanca,Használt lakás,1182.74,327.46,673.73,4.664,5.22
2018-Q1,Craiova,Új lakás,1571.12,421.55,673.21,4.664,5.41
2018-Q1,Craiova,Felújított lakás,1386.0,359.27,673.21,4.664,5.41
2018-Q1,Craiova,Használt lakás,1209.69,300.78,673.21,4.664,5.41
2018-Q1,Galac,Új lakás,1603.01,426.63,697.03,4.664,5.59
2018-Q1,Galac,Felújított lakás,1374.28,379.37,697.03,4.664,5.59
2018-Q1,Galac,Használt lakás,1200.08,301.74,697.03,4.664,5.59
2018-Q1,Ploiești,Új lakás,1599.18,405.72,701.07,4.664,5.58
2018-Q1,Ploiești,Felújított lakás,1405.66,370.98,701.07,4.664,5.58
2018-Q1,Ploiești,Használt lakás,1189.25,324.99,701.07,4.664,5.58
2018-Q1,Nagyvárad,Új lakás,1585.84,429.07,689.53,4.664,5.48
2018-Q1,Nagyvárad,Felújított lakás,1371.98,352.91,689.53,4.664,5.48
2018-Q1,Nagyvárad,Használt lakás,1173.99,323.45,689.53,4.664,5.48
2018-Q1,Arad,Új lakás,1609.56,426.91,684.74,4.664,5.75
2018-Q1,Arad,Felújított lakás,1406.59,357.43,684.74,4.664,5.75
2018-Q1,Arad,Használt lakás,1193.9,302.85,684.74,4.664,5.75
2018-Q1,Nagyszeben,Új lakás,1572.73,416.16,695.45,4.664,5.52
2018-Q1,Nagyszeben,Felújított lakás,1410.69,361.54,695.45,4.664,5.52
2018-Q1,Nagyszeben,Használt lakás,1207.49,300.24,695.45,4.664,5.52
2018-Q1,Târgu Mureș,Új lakás,1584.13,405.02,688.5,4.664,5.43
2018-Q1,Târgu Mureș,Felújított lakás,1372.09,381.67,688.5,4.664,5.43
2018-Q1,Târgu Mureș,Használt lakás,1212.79,329.02,688.5,4.664,5.43
2018-Q2,Bukarest,Új lakás,1610.67,429.79,682.52,4.649,5.89
2018-Q2,Bukarest,Felújított lakás,1416.59,362.57,682.52,4.649,5.89
2018-Q2,Bukarest,Használt lakás,1213.59,318.11,682.52,4.649,5.89
2018-Q2,Kolozsvár,Új lakás,1595.61,431.36,705.08,4.649,5.87
2018-Q2,Kolozsvár,Felújított lakás,1417.47,377.64,705.08,4.649,5.87
2018-Q2,Kolozsvár,Használt lakás,1215.69,319.23,705.08,4.649,5.87
2018-Q2,Temesvár,Új lakás,1576.0,412.11,678.84,4.649,5.18
2018-Q2,Temesvár,Felújított lakás,1392.81,367.47,678.84,4.649,5.18
2018-Q2,Temesvár,Használt lakás,1199.55,300.95,678.84,4.649,5.18
2018-Q2,Brassó,Új lakás,1614.05,412.58,696.6,4.649,5.6
2018-Q2,Brassó,Felújított lakás,1385.22,363.8,696.6,4.649,5.6
2018-Q2,Brassó,Használt lakás,1179.58,319.79,696.6,4.649,5.6
2018-Q2,Jászvásár,Új lakás,1589.44,407.29,685.96,4.649,5.1
2018-Q2,Jászvásár,Felújított lakás,1400.97,354.72,685.96,4.649,5.1
2018-Q2,Jászvásár,Használt lakás,1214.59,317.91,685.96,4.649,5.1
2018-Q2,Konstanca,Új lakás,1597.1,416.39,708.69,4.649,5.15
2018-Q2,Konstanca,Felújított lakás,1412.42,381.43,708.69,4.649,5.15
2018-Q2,Konstanca,Használt lakás,1198.91,328.25,708.69,4.649,5.15
2018-Q2,Craiova,Új lakás,1586.51,410.85,686.32,4.649,5.33
2018-Q2,Craiova,Felújított lakás,1405.18,367.27,686.32,4.649,5.33
2018-Q2,Craiova,Használt lakás,1196.29,316.64,686.32,4.649,5.33
2018-Q2,Galac,Új lakás,1618.05,410.89,696.06,4.649,5.32
2018-Q2,Galac,Felújított lakás,1401.41,373.15,696.06,4.649,5.32
2018-Q2,Galac,Használt lakás,1172.66,301.97,696.06,4.649,5.32
2018-Q2,Ploiești,Új lakás,1591.6,430.87,694.99,4.649,5.71
2018-Q2,Ploiești,Felújított lakás,1405.88,362.69,694.99,4.649,5.71
2018-Q2,Ploiești,Használt lakás,1178.99,311.52,694.99,4.649,5.71
2018-Q2,Nagyvárad,Új lakás,1592.23,421.14,683.72,4.649,5.23
2018-Q2,Nagyvárad,Felújított lakás,1384.7,378.84,683.72,4.649,5.23
2018-Q2,Nagyvárad,Használt lakás,1183.47,320.64,683.72,4.649,5.23
2018-Q2,Arad,Új lakás,1574.33,420.14,678.9,4.649,5.86
2018-Q2,Arad,Felújított lakás,1371.0,380.46,678.9,4.649,5.86
2018-Q2,Arad,Használt lakás,1190.72,320.1,678.9,4.649,5.86
2018-Q2,Nagyszeben,Új lakás,1611.42,433.69,699.12,4.649,5.89
2018-Q2,Nagyszeben,Felújított lakás,1399.54,363.92,699.12,4.649,5.89
2018-Q2,Nagyszeben,Használt lakás,1202.65,316.26,699.12,4.649,5.89
2018-Q2,Târgu Mureș,Új lakás,1609.74,419.38,676.16,4.649,5.7
2018-Q2,Târgu Mureș,Felújított lakás,1403.34,360.98,676.16,4.649,5.7
2018-Q2,Târgu Mureș,Használt lakás,1175.35,321.72,676.16,4.649,5.7
2018-Q3,Bukarest,Új lakás,1593.26,431.2,694.37,4.652,5.4
2018-Q3,Bukarest,Felújított lakás,1405.73,363.9,694.37,4.652,5.4
2018-Q3,Bukarest,Használt lakás,1211.48,327.59,694.37,4.652,5.4
2018-Q3,Kolozsvár,Új lakás,1588.21,414.37,691.18,4.652,5.29
2018-Q3,Kolozsvár,Felújított lakás,1374.52,366.74,691.18,4.652,5.29
2018-Q3,Kolozsvár,Használt lakás,1218.55,320.29,691.18,4.652,5.29
2018-Q3,Temesvár,Új lakás,1576.52,432.27,712.43,4.652,5.85
2018-Q3,Temesvár,Felújított lakás,1386.71,382.3,712.43,4.652,5.85
2018-Q3,Temesvár,Használt lakás,1195.34,317.43,712.43,4.652,5.85
2018-Q3,Brassó,Új lakás,1573.84,422.96,709.9,4.652,5.47
2018-Q3,Brassó,Felújított lakás,1412.91,369.08,709.9,4.652,5.47
2018-Q3,Brassó,Használt lakás,1176.87,319.91,709.9,4.652,5.47
2018-Q3,Jászvásár,Új lakás,1571.65,423.95,687.09,4.652,5.36
2018-Q3,Jászvásár,Felújított lakás,1414.12,358.84,687.09,4.652,5.36
2018-Q3,Jászvásár,Használt lakás,1176.89,302.37,687.09,4.652,5.36
2018-Q3,Konstanca,Új lakás,1578.16,419.72,701.58,4.652,5.63
2018-Q3,Konstanca,Felújított lakás,1371.69,363.12,701.58,4.652,5.63
2018-Q3,Konstanca,Használt lakás,1192.26,315.13,701.58,4.652,5.63
2018-Q3,Craiova,Új lakás,1583.41,431.03,710.77,4.652,5.69
2018-Q3,Craiova,Felújított lakás,1407.46,364.39,710.77,4.652,5.69
2018-Q3,Craiova,Használt lakás,1182.73,326.67,710.77,4.652,5.69
2018-Q3,Galac,Új lakás,1607.58,411.54,688.9,4.652,5.16
2018-Q3,Galac,Felújított lakás,1411.24,370.51,688.9,4.652,5.16
2018-Q3,Galac,Használt lakás,1198.23,318.69,688.9,4.652,5.16
2018-Q3,Ploiești,Új lakás,1596.94,410.54,710.03,4.652,5.54
2018-Q3,Ploiești,Felújított lakás,1382.78,380.52,710.03,4.652,5.54
2018-Q3,Ploiești,Használt lakás,1199.88,318.44,710.03,4.652,5.54
2018-Q3,Nagyvárad,Új lakás,1579.06,424.99,675.66,4.652,5.8
2018-Q3,Nagyvárad,Felújított lakás,1385.94,378.23,675.66,4.652,5.8
2018-Q3,Nagyvárad,Használt lakás,1172.52,312.07,675.66,4.652,5.8
2018-Q3,Arad,Új lakás,1614.3,415.79,672.9,4.652,5.57
2018-Q3,Arad,Felújított lakás,1385.53,355.67,672.9,4.652,5.57
2018-Q3,Arad,Használt lakás,1185.08,327.99,672.9,4.652,5.57
