Időszak,Város,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Jövedelem (EUR/hó),Lakás típusa,Munkanélküliségi ráta (%)
2021 Q2,București,1639.95,454.04,726.74,Felújított lakás,2.92
2021 Q2,București,1498.35,519.73,884.07,Új lakás,5.52
2021 Q2,București,1748.44,443.61,818.69,Használt lakás,3.49
2021 Q2,București,1469.42,391.34,829.12,Használt lakás,2.61
2021 Q2,Cluj-Napoca,1545.9,549.63,799.44,Új lakás,4.09
2021 Q2,Cluj-Napoca,1658.8,476.21,847.55,Használt lakás,3.54
2021 Q2,Cluj-Napoca,1522.17,426.6,880.76,Új lakás,2.16
2021 Q2,Cluj-Napoca,1666.53,408.85,887.76,Felújított lakás,3.55
2021 Q2,Cluj-Napoca,1402.18,488.17,885.73,Felújított lakás,3.46
2021 Q2,Timișoara,1636.47,373.6,750.76,Használt lakás,5.19
2021 Q2,Timișoara,1523.16,390.51,788.07,Új lakás,2.98
2021 Q2,Timișoara,1530.08,450.17,840.74,Használt lakás,3.83
2021 Q2,Timișoara,1713.17,481.98,857.46,Felújított lakás,5.07
2021 Q2,Timișoara,1503.35,414.52,902.42,Használt lakás,4.04
2021 Q2,Iași,1566.72,439.67,792.99,Új lakás,4.75
2021 Q2,Iași,1668.16,496.35,877.58,Használt lakás,4.47
2021 Q2,Iași,1565.78,457.98,902.62,Új lakás,3.53
2021 Q2,Iași,1594.4,432.84,790.44,Új lakás,3.66
2021 Q2,Iași,1453.53,496.91,749.12,Új lakás,4.0
2021 Q2,Brașov,1565.9,392.57,803.54,Használt lakás,4.16
2021 Q2,Brașov,1601.45,456.83,870.61,Új lakás,3.79
2021 Q2,Brașov,1551.64,475.07,885.62,Használt lakás,3.22
2021 Q2,Brașov,1491.58,438.24,810.07,Felújított lakás,5.33
2021 Q2,Brașov,1618.73,419.76,793.97,Felújított lakás,4.27
2021 Q2,Constanța,1441.22,435.99,910.7,Felújított lakás,3.29
2021 Q2,Constanța,1664.56,515.21,785.99,Új lakás,3.01
2021 Q2,Constanța,1516.86,421.45,837.26,Új lakás,3.69
2021 Q2,Constanța,1593.27,520.88,879.05,Felújított lakás,4.39
2021 Q2,Constanța,1314.07,482.74,933.36,Felújított lakás,2.0
2021 Q2,Sibiu,1632.73,458.63,779.01,Új lakás,4.7
2021 Q2,Sibiu,1755.16,496.01,807.73,Használt lakás,2.96
2021 Q2,Sibiu,1567.36,499.93,806.78,Új lakás,3.61
2021 Q2,Sibiu,1888.64,508.15,899.01,Felújított lakás,2.44
2021 Q2,Sibiu,1465.14,467.99,769.93,Használt lakás,5.5
2021 Q2,Oradea,1719.24,443.66,937.04,Használt lakás,3.9
2021 Q2,Oradea,1860.73,470.79,864.57,Felújított lakás,5.3
2021 Q2,Oradea,1703.32,485.43,821.53,Új lakás,4.41
2021 Q2,Oradea,1452.06,471.09,763.44,Felújított lakás,2.12
2021 Q2,Oradea,1556.05,515.49,885.55,Felújított lakás,3.82
2021 Q2,Galați,1759.64,442.24,714.93,Felújított lakás,2.0
2021 Q2,Galați,1408.26,497.66,791.91,Felújított lakás,4.36
2021 Q2,Galați,1747.55,421.0,858.71,Felújított lakás,4.44
2021 Q2,Galați,1446.71,519.17,812.74,Felújított lakás,3.52
2021 Q2,Galați,1803.39,485.91,885.52,Új lakás,5.25
2021 Q2,Ploiești,1471.94,514.99,799.89,Felújított lakás,3.36
2021 Q2,Ploiești,1517.36,440.12,879.33,Használt lakás,4.17
2021 Q2,Ploiești,1491.05,491.98,813.49,Új lakás,3.57
2021 Q2,Ploiești,1555.84,483.54,853.39,Felújított lakás,3.54
2021 Q2,Ploiești,1651.65,456.1,790.7,Használt lakás,2.43
2021 Q2,Arad,1667.98,465.5,842.65,Használt lakás,4.95
2021 Q2,Arad,1492.71,410.02,834.19,Új lakás,4.21
2021 Q2,Arad,1518.46,523.95,680.83,Felújított lakás,5.02
2021 Q2,Arad,1644.94,483.27,629.85,Használt lakás,5.18
2021 Q2,Arad,1426.83,444.69,819.76,Használt lakás,4.31
2021 Q2,Bacău,1626.73,500.71,878.95,Használt lakás,4.15
2021 Q2,Bacău,1599.91,421.37,784.94,Használt lakás,4.8
2021 Q2,Bacău,1650.47,493.95,799.13,Új lakás,4.81
2021 Q2,Bacău,1410.65,508.09,814.35,Felújított lakás,5.58
2021 Q2,Bacău,1367.43,535.54,808.31,Használt lakás,3.52
2021 Q2,Târgu Mureș,1573.38,437.12,825.66,Felújított lakás,3.16
2021 Q2,Târgu Mureș,1465.87,484.48,775.91,Felújított lakás,3.13
2021 Q2,Târgu Mureș,1385.27,444.84,908.7,Használt lakás,3.05
2021 Q2,Târgu Mureș,1462.2,472.76,807.75,Új lakás,6.13
2021 Q2,Târgu Mureș,1530.5,478.41,886.63,Új lakás,4.82
2021 Q2,Baia Mare,1577.99,458.55,951.44,Használt lakás,3.8
2021 Q2,Baia Mare,1497.0,439.17,726.39,Új lakás,4.72
2021 Q2,Baia Mare,1268.23,464.77,817.71,Új lakás,6.14
2021 Q2,Baia Mare,1330.2,428.96,821.83,Új lakás,3.7
2021 Q2,Baia Mare,1484.05,461.76,754.43,Felújított lakás,4.26
2021 Q2,Satu Mare,1271.42,463.97,793.98,Új lakás,4.92
2021 Q2,Satu Mare,1760.64,451.76,913.44,Új lakás,3.58
2021 Q2,Satu Mare,1434.06,534.84,861.25,Használt lakás,3.9
2021 Q2,Satu Mare,1632.46,475.97,825.85,Használt lakás,2.57
2021 Q2,Satu Mare,1517.54,489.93,822.63,Új lakás,4.8
2021 Q2,Botoșani,1596.04,429.87,750.85,Új lakás,3.74
2021 Q2,Botoșani,1487.09,478.45,786.91,Használt lakás,3.28
2021 Q2,Botoșani,1676.37,470.93,787.84,Felújított lakás,3.92
2021 Q2,Botoșani,1715.47,476.75,865.58,Használt lakás,3.15
2021 Q2,Botoșani,1673.17,557.72,782.51,Használt lakás,2.72
2021 Q2,Pitești,1571.07,500.02,824.52,Használt lakás,2.85
2021 Q2,Pitești,1536.97,488.92,805.58,Felújított lakás,4.51
2021 Q2,Pitești,1689.77,474.61,828.32,Új lakás,4.73
2021 Q2,Pitești,1447.27,426.81,814.01,Felújított lakás,3.41
2021 Q2,Pitești,1453.6,538.22,960.32,Felújított lakás,3.55
2021 Q2,Craiova,1561.01,457.49,896.45,Felújított lakás,5.21
2021 Q2,Craiova,1336.73,484.04,751.59,Felújított lakás,5.66
2021 Q2,Craiova,1602.83,432.07,815.52,Új lakás,3.61
2021 Q2,Craiova,1613.01,506.68,761.11,Új lakás,5.74
2021 Q2,Craiova,1742.68,429.99,834.37,Használt lakás,5.61
2021 Q2,Reșița,1697.95,451.53,878.86,Felújított lakás,6.9
2021 Q2,Reșița,1562.62,439.69,840.35,Új lakás,4.15
2021 Q2,Reșița,1487.06,482.67,754.74,Használt lakás,3.23
2021 Q2,Reșița,1640.99,394.81,884.19,Használt lakás,2.0
2021 Q2,Reșița,1342.24,445.04,847.21,Használt lakás,5.23
2021 Q2,Slatina,1556.91,455.14,864.77,Új lakás,3.03
2021 Q2,Slatina,1566.73,417.02,834.96,Új lakás,3.77
2021 Q2,Slatina,1453.49,471.6,839.51,Felújított lakás,5.08
2021 Q2,Slatina,1357.32,461.96,784.38,Új lakás,4.77
2021 Q2,Slatina,1640.47,485.32,787.77,Új lakás,4.79
2021 Q3,București,1366.38,395.59,753.45,Felújított lakás,3.87
2021 Q3,București,1631.02,345.96,909.36,Új lakás,4.03
2021 Q3,București,1361.87,469.04,895.55,Új lakás,4.5
2021 Q3,București,1681.89,410.35,805.16,Új lakás,2.98
2021 Q3,București,1756.11,490.57,1000.82,Felújított lakás,3.43
2021 Q3,Cluj-Napoca,1463.04,459.29,912.7,Új lakás,3.53
2021 Q3,Cluj-Napoca,1564.93,468.87,832.37,Használt lakás,3.25
2021 Q3,Cluj-Napoca,1533.53,457.8,829.55,Felújított lakás,4.84
2021 Q3,Cluj-Napoca,1761.28,431.38,806.48,Új lakás,3.07
2021 Q3,Cluj-Napoca,1572.45,443.47,844.39,Új lakás,5.0
2021 Q3,Timișoara,1246.9,484.67,802.39,Felújított lakás,4.36
2021 Q3,Timișoara,1442.42,512.85,884.8,Használt lakás,4.47
2021 Q3,Timișoara,1645.19,435.18,792.82,Használt lakás,4.65
2021 Q3,Timișoara,1457.87,522.83,810.58,Felújított lakás,4.4
2021 Q3,Timișoara,1801.91,436.75,834.13,Új lakás,4.95
2021 Q3,Iași,1664.15,451.89,799.0,Használt lakás,3.67
2021 Q3,Iași,1723.74,453.84,834.69,Új lakás,3.47
2021 Q3,Iași,1634.67,471.22,769.79,Felújított lakás,2.93
2021 Q3,Iași,1310.17,431.75,877.64,Új lakás,5.22
2021 Q3,Iași,1632.27,487.19,822.41,Felújított lakás,4.67
2021 Q3,Brașov,1584.35,537.18,824.09,Új lakás,5.24
2021 Q3,Brașov,1654.89,494.42,709.31,Használt lakás,4.83
2021 Q3,Brașov,1534.7,447.24,741.03,Új lakás,3.89
2021 Q3,Brașov,1554.03,412.88,741.6,Új lakás,4.39
2021 Q3,Brașov,1654.6,472.61,899.05,Felújított lakás,3.81
2021 Q3,Constanța,1543.48,428.32,736.39,Új lakás,5.75
2021 Q3,Constanța,1685.76,409.3,839.35,Új lakás,3.8
2021 Q3,Constanța,1517.12,448.64,852.88,Használt lakás,4.72
2021 Q3,Constanța,1598.29,460.18,820.57,Felújított lakás,4.84
2021 Q3,Constanța,1605.61,467.91,827.85,Új lakás,4.25
2021 Q3,Sibiu,1493.8,497.86,765.45,Új lakás,3.49
2021 Q3,Sibiu,1623.33,419.68,735.62,Használt lakás,3.96
2021 Q3,Sibiu,1346.43,413.05,875.4,Felújított lakás,3.7
2021 Q3,Sibiu,1704.26,416.81,824.36,Új lakás,4.3
2021 Q3,Sibiu,1409.54,506.27,860.64,Felújított lakás,2.29
2021 Q3,Oradea,1545.47,480.44,794.6,Felújított lakás,2.42
2021 Q3,Oradea,1583.42,553.45,806.78,Használt lakás,5.47
2021 Q3,Oradea,1459.73,473.62,876.29,Új lakás,3.89
2021 Q3,Oradea,1514.27,494.05,943.49,Használt lakás,4.2
2021 Q3,Oradea,1488.07,457.41,981.18,Használt lakás,4.03
2021 Q3,Galați,1478.67,419.2,720.45,Felújított lakás,4.26
2021 Q3,Galați,1628.56,449.13,829.1,Használt lakás,2.73
2021 Q3,Galați,1565.95,484.26,797.89,Új lakás,5.59
2021 Q3,Galați,1449.55,476.34,880.9,Használt lakás,3.82
2021 Q3,Galați,1527.38,407.85,911.44,Használt lakás,3.73
2021 Q3,Ploiești,1614.48,491.91,792.3,Használt lakás,3.7
2021 Q3,Ploiești,1710.14,420.31,957.68,Felújított lakás,3.16
2021 Q3,Ploiești,1408.46,470.29,962.5,Felújított lakás,2.0
2021 Q3,Ploiești,1533.08,484.05,832.02,Új lakás,4.28
2021 Q3,Ploiești,1463.84,441.01,821.09,Új lakás,2.77
2021 Q3,Arad,1544.64,449.45,801.8,Használt lakás,4.22
2021 Q3,Arad,1331.52,455.84,969.04,Használt lakás,2.81
2021 Q3,Arad,1704.26,467.19,793.82,Új lakás,2.58
2021 Q3,Arad,1566.76,523.14,806.65,Felújított lakás,3.82
2021 Q3,Arad,1671.24,478.63,735.66,Felújított lakás,4.0
2021 Q3,Bacău,1731.47,463.52,665.51,Használt lakás,4.29
2021 Q3,Bacău,1526.19,391.84,729.25,Használt lakás,4.88
2021 Q3,Bacău,1462.11,428.7,827.86,Használt lakás,3.26
2021 Q3,Bacău,1562.01,456.89,758.0,Felújított lakás,3.39
2021 Q3,Bacău,1603.13,466.68,825.08,Felújított lakás,5.84
2021 Q3,Târgu Mureș,1637.72,499.1,820.04,Használt lakás,4.12
2021 Q3,Târgu Mureș,1498.27,496.1,823.38,Használt lakás,4.12
2021 Q3,Târgu Mureș,1569.27,464.27,1006.29,Használt lakás,3.23
2021 Q3,Târgu Mureș,1468.91,492.76,794.29,Használt lakás,3.61
2021 Q3,Târgu Mureș,1419.63,484.66,860.26,Használt lakás,3.58
2021 Q3,Baia Mare,1635.78,390.67,787.59,Felújított lakás,3.73
2021 Q3,Baia Mare,1409.33,395.05,811.53,Felújított lakás,4.59
2021 Q3,Baia Mare,1703.85,443.11,873.99,Új lakás,4.54
2021 Q3,Baia Mare,1696.23,450.99,722.09,Használt lakás,3.97
2021 Q3,Baia Mare,1428.34,436.06,811.93,Felújított lakás,3.56
2021 Q3,Satu Mare,1566.99,493.13,807.94,Használt lakás,4.3
2021 Q3,Satu Mare,1551.78,502.42,818.68,Új lakás,3.82
2021 Q3,Satu Mare,1505.07,458.51,782.99,Felújított lakás,3.02
2021 Q3,Satu Mare,1643.09,421.67,810.85,Használt lakás,4.92
2021 Q3,Satu Mare,1507.68,498.15,794.54,Használt lakás,2.85
2021 Q3,Botoșani,1358.62,517.51,761.79,Használt lakás,4.65
2021 Q3,Botoșani,1430.01,517.7,962.41,Új lakás,2.21
2021 Q3,Botoșani,1419.83,495.93,860.78,Használt lakás,4.68
2021 Q3,Botoșani,1481.15,544.5,837.08,Felújított lakás,2.68
2021 Q3,Botoșani,1519.62,416.86,925.46,Használt lakás,3.24
2021 Q3,Pitești,1609.1,446.17,793.08,Felújított lakás,2.0
2021 Q3,Pitești,1621.78,516.97,775.04,Új lakás,2.35
2021 Q3,Pitești,1646.4,399.15,903.17,Felújított lakás,3.0
2021 Q3,Pitești,1417.6,474.94,767.71,Felújított lakás,3.19
2021 Q3,Pitești,1592.48,367.84,928.55,Felújított lakás,3.94
2021 Q3,Craiova,1394.84,424.31,889.5,Felújított lakás,4.5
2021 Q3,Craiova,1716.41,437.69,847.8,Használt lakás,4.33
2021 Q3,Craiova,1633.43,510.09,786.96,Használt lakás,3.79
2021 Q3,Craiova,1476.78,462.9,871.91,Használt lakás,2.25
2021 Q3,Craiova,1683.12,419.43,811.56,Új lakás,5.14
2021 Q3,Reșița,1589.36,478.58,759.16,Új lakás,2.86
2021 Q3,Reșița,1662.95,441.43,800.31,Új lakás,4.86
2021 Q3,Reșița,1424.01,475.77,832.57,Használt lakás,3.9
2021 Q3,Reșița,1487.79,441.81,765.3,Új lakás,4.38
2021 Q3,Reșița,1469.82,503.75,816.53,Használt lakás,2.84
2021 Q3,Slatina,1521.46,448.57,890.55,Felújított lakás,3.53
2021 Q3,Slatina,1516.85,521.46,860.5,Használt lakás,5.56
2021 Q3,Slatina,1701.09,429.51,889.4,Használt lakás,5.43
2021 Q3,Slatina,1733.94,504.52,888.05,Új lakás,3.6
2021 Q3,Slatina,1449.51,450.91,730.11,Új lakás,5.24
2021 Q4,București,1516.0,516.65,756.11,Használt lakás,4.98
2021 Q4,București,1490.61,413.63,927.63,Felújított lakás,5.01
2021 Q4,București,1575.42,466.36,856.37,Használt lakás,4.09
2021 Q4,București,1454.93,448.52,947.64,Használt lakás,6.57
2021 Q4,București,1737.52,484.13,809.74,Felújított lakás,3.1
2021 Q4,Cluj-Napoca,1462.13,442.87,959.07,Felújított lakás,5.71
2021 Q4,Cluj-Napoca,1639.55,426.58,883.58,Felújított lakás,3.66
2021 Q4,Cluj-Napoca,1291.64,476.48,779.49,Felújított lakás,3.09
2021 Q4,Cluj-Napoca,1519.95,445.07,827.94,Használt lakás,3.82
2021 Q4,Cluj-Napoca,1324.9,525.81,771.0,Felújított lakás,2.95
2021 Q4,Timișoara,1510.57,460.67,917.54,Felújított lakás,4.17
2021 Q4,Timișoara,1617.98,475.98,843.89,Használt lakás,4.21
2021 Q4,Timișoara,1318.07,455.0,899.74,Új lakás,7.84
2021 Q4,Timișoara,1405.48,481.92,795.74,Új lakás,5.95
2021 Q4,Timișoara,1387.55,490.0,745.57,Felújított lakás,3.58
2021 Q4,Iași,1545.88,507.79,765.37,Felújított lakás,4.56
2021 Q4,Iași,1552.25,475.91,887.5,Használt lakás,2.62
2021 Q4,Iași,1647.27,442.24,895.75,Használt lakás,4.23
2021 Q4,Iași,1524.86,441.4,879.4,Használt lakás,5.16
2021 Q4,Iași,1486.06,419.68,871.65,Új lakás,2.45
2021 Q4,Brașov,1393.34,422.49,805.07,Felújított lakás,2.56
2021 Q4,Brașov,1317.34,419.58,868.55,Felújított lakás,2.63
2021 Q4,Brașov,1509.17,542.87,827.05,Használt lakás,4.24
2021 Q4,Brașov,1436.48,551.54,797.52,Felújított lakás,3.67
2021 Q4,Brașov,1708.05,457.73,832.87,Felújított lakás,3.62
2021 Q4,Constanța,1517.02,479.82,863.18,Felújított lakás,3.26
2021 Q4,Constanța,1458.07,440.63,745.92,Új lakás,2.31
2021 Q4,Constanța,1585.66,502.54,882.26,Új lakás,2.0
2021 Q4,Constanța,1520.59,420.92,838.62,Új lakás,3.48
2021 Q4,Constanța,1621.03,464.23,716.24,Felújított lakás,2.93
2021 Q4,Sibiu,1550.69,468.6,745.66,Új lakás,2.36
2021 Q4,Sibiu,1556.75,408.85,729.88,Új lakás,3.45
2021 Q4,Sibiu,1491.39,429.86,787.78,Felújított lakás,3.91
2021 Q4,Sibiu,1463.58,467.83,807.17,Használt lakás,4.07
2021 Q4,Sibiu,1655.38,498.57,907.29,Új lakás,4.74
2021 Q4,Oradea,1578.63,447.66,806.73,Használt lakás,3.02
2021 Q4,Oradea,1550.54,492.9,786.46,Felújított lakás,3.86
2021 Q4,Oradea,1468.72,473.37,797.04,Új lakás,3.16
2021 Q4,Oradea,1468.4,485.13,824.2,Felújított lakás,3.47
2021 Q4,Oradea,1581.37,448.42,897.59,Új lakás,2.93
2021 Q4,Galați,1527.56,408.81,809.19,Felújított lakás,2.22
2021 Q4,Galați,1639.56,495.66,877.05,Felújított lakás,3.93
2021 Q4,Galați,1444.42,432.99,921.81,Használt lakás,5.34
2021 Q4,Galați,1564.71,444.37,912.12,Használt lakás,3.21
2021 Q4,Galați,1577.46,519.08,779.82,Új lakás,4.73
2021 Q4,Ploiești,1612.47,463.42,770.39,Használt lakás,3.18
2021 Q4,Ploiești,1584.73,408.07,837.84,Használt lakás,4.44
2021 Q4,Ploiești,1668.23,409.07,908.97,Felújított lakás,5.6
2021 Q4,Ploiești,1599.22,423.48,810.31,Felújított lakás,3.85
2021 Q4,Ploiești,1582.46,465.88,846.87,Új lakás,3.81
2021 Q4,Arad,1581.81,446.58,809.71,Használt lakás,3.32
2021 Q4,Arad,1780.07,523.56,863.32,Felújított lakás,5.23
2021 Q4,Arad,1645.82,472.25,739.67,Felújított lakás,3.64
2021 Q4,Arad,1509.8,419.68,740.83,Használt lakás,4.39
2021 Q4,Arad,1588.94,418.3,785.25,Új lakás,5.06
2021 Q4,Bacău,1444.68,471.83,818.61,Használt lakás,4.41
2021 Q4,Bacău,1447.27,468.6,840.12,Új lakás,4.13
2021 Q4,Bacău,1559.49,478.78,961.51,Használt lakás,6.46
2021 Q4,Bacău,1473.29,372.27,865.73,Felújított lakás,4.09
2021 Q4,Bacău,1677.33,476.4,833.52,Új lakás,5.03
2021 Q4,Târgu Mureș,1702.25,409.54,781.0,Felújított lakás,3.79
2021 Q4,Târgu Mureș,1561.81,455.96,856.05,Használt lakás,4.9
2021 Q4,Târgu Mureș,1756.73,488.16,778.86,Felújított lakás,3.75
2021 Q4,Târgu Mureș,1540.96,485.59,853.29,Használt lakás,5.95
2021 Q4,Târgu Mureș,1494.62,480.39,971.28,Felújított lakás,3.31
2021 Q4,Baia Mare,1567.42,427.2,834.93,Új lakás,3.12
2021 Q4,Baia Mare,1675.62,470.89,773.88,Új lakás,4.74
2021 Q4,Baia Mare,1571.56,503.11,761.14,Felújított lakás,4.27
2021 Q4,Baia Mare,1642.8,448.06,754.46,Felújított lakás,3.86
2021 Q4,Baia Mare,1697.37,510.04,804.29,Felújított lakás,2.62
2021 Q4,Satu Mare,1498.26,446.26,856.79,Új lakás,3.79
2021 Q4,Satu Mare,1459.61,509.17,838.43,Felújított lakás,4.34
2021 Q4,Satu Mare,1343.0,368.03,743.75,Felújított lakás,3.42
2021 Q4,Satu Mare,1619.16,371.31,925.57,Új lakás,4.07
2021 Q4,Satu Mare,1713.24,429.56,860.23,Új lakás,3.99
2021 Q4,Botoșani,1648.12,455.65,858.39,Új lakás,5.0
2021 Q4,Botoșani,1471.86,474.69,716.73,Használt lakás,4.6
2021 Q4,Botoșani,1784.56,415.22,824.52,Felújított lakás,4.78
2021 Q4,Botoșani,1553.77,471.6,806.54,Új lakás,3.47
2021 Q4,Botoșani,1539.6,466.67,759.11,Felújított lakás,3.83
2021 Q4,Pitești,1738.22,448.23,755.76,Felújított lakás,3.75
2021 Q4,Pitești,1464.25,411.47,838.35,Felújított lakás,3.19
2021 Q4,Pitești,1475.03,471.14,738.01,Felújított lakás,2.16
2021 Q4,Pitești,1630.5,387.77,771.4,Új lakás,2.1
2021 Q4,Pitești,1491.66,482.12,836.74,Új lakás,6.29
2021 Q4,Craiova,1680.43,427.75,758.18,Új lakás,6.61
2021 Q4,Craiova,1677.51,488.57,834.49,Új lakás,4.17
2021 Q4,Craiova,1372.15,471.28,834.27,Használt lakás,3.0
2021 Q4,Craiova,1485.38,525.61,822.49,Új lakás,5.97
2021 Q4,Craiova,1341.12,444.11,737.16,Új lakás,2.69
2021 Q4,Reșița,1450.62,477.61,846.01,Használt lakás,3.22
2021 Q4,Reșița,1282.66,524.11,812.85,Használt lakás,2.78
2021 Q4,Reșița,1582.99,473.18,810.64,Használt lakás,4.05
2021 Q4,Reșița,1411.4,495.4,770.19,Használt lakás,3.29
2021 Q4,Reșița,1627.86,513.16,925.15,Felújított lakás,4.96
2021 Q4,Slatina,1511.11,403.36,914.3,Új lakás,5.27
2021 Q4,Slatina,1469.36,501.85,810.07,Felújított lakás,5.4
2021 Q4,Slatina,1488.22,544.15,877.17,Új lakás,5.7
2021 Q4,Slatina,1494.34,481.2,771.84,Felújított lakás,4.74
2021 Q4,Slatina,1657.88,560.88,858.92,Felújított lakás,4.62
2022 Q1,București,1543.5,501.66,837.21,Használt lakás,3.92
2022 Q1,București,1620.94,465.91,863.78,Használt lakás,3.42
2022 Q1,București,1554.43,523.07,870.52,Felújított lakás,4.15
2022 Q1,București,1425.12,496.94,891.83,Felújított lakás,3.4
2022 Q1,București,1850.2,388.43,907.06,Új lakás,4.51
2022 Q1,Cluj-Napoca,1664.99,487.05,893.04,Használt lakás,4.67
2022 Q1,Cluj-Napoca,1512.89,491.97,849.0,Felújított lakás,2.71
2022 Q1,Cluj-Napoca,1686.06,457.43,770.13,Felújított lakás,3.26
2022 Q1,Cluj-Napoca,1504.13,521.14,869.19,Új lakás,5.18
2022 Q1,Cluj-Napoca,1520.01,514.97,1030.38,Új lakás,4.16
2022 Q1,Timișoara,1703.4,507.74,774.68,Használt lakás,4.39
2022 Q1,Timișoara,1636.77,469.61,806.96,Új lakás,4.49
2022 Q1,Timișoara,1483.31,565.35,866.85,Új lakás,2.58
2022 Q1,Timișoara,1538.32,468.87,1004.74,Új lakás,2.92
2022 Q1,Timișoara,1586.05,458.49,889.96,Új lakás,3.28
2022 Q1,Iași,1463.31,472.19,842.04,Használt lakás,3.21
2022 Q1,Iași,1535.34,527.39,840.82,Felújított lakás,2.67
2022 Q1,Iași,1544.55,482.17,779.82,Használt lakás,5.43
2022 Q1,Iași,1704.11,537.21,883.53,Új lakás,2.0
2022 Q1,Iași,1784.24,445.46,813.07,Felújított lakás,3.96
2022 Q1,Brașov,1765.39,522.13,914.38,Új lakás,3.49
2022 Q1,Brașov,1560.69,493.84,852.2,Felújított lakás,4.69
2022 Q1,Brașov,1699.61,503.65,708.44,Felújított lakás,3.93
2022 Q1,Brașov,1586.94,486.72,814.74,Használt lakás,2.48
2022 Q1,Brașov,1655.58,465.75,894.48,Új lakás,3.13
2022 Q1,Constanța,1769.91,520.04,877.81,Új lakás,3.59
2022 Q1,Constanța,1702.29,495.7,874.32,Új lakás,4.84
2022 Q1,Constanța,1771.18,429.9,796.98,Használt lakás,3.02
2022 Q1,Constanța,1419.71,477.49,896.01,Felújított lakás,3.78
2022 Q1,Constanța,1535.91,525.06,868.43,Új lakás,4.14
2022 Q1,Sibiu,1738.51,475.07,983.61,Új lakás,3.35
2022 Q1,Sibiu,1839.75,441.01,891.05,Új lakás,3.16
2022 Q1,Sibiu,1734.35,460.87,877.45,Felújított lakás,3.15
2022 Q1,Sibiu,1712.47,453.77,961.0,Új lakás,2.8
2022 Q1,Sibiu,1438.52,518.06,824.5,Felújított lakás,3.79
2022 Q1,Oradea,1561.33,427.5,855.38,Használt lakás,5.06
2022 Q1,Oradea,1720.38,489.27,926.74,Használt lakás,2.74
2022 Q1,Oradea,1560.95,495.83,852.18,Felújított lakás,3.55
2022 Q1,Oradea,1455.92,396.75,909.07,Új lakás,4.04
2022 Q1,Oradea,1708.24,462.51,817.23,Felújított lakás,3.81
2022 Q1,Galați,1702.5,470.74,908.11,Használt lakás,2.79
2022 Q1,Galați,1580.63,477.2,933.58,Felújított lakás,4.01
2022 Q1,Galați,1809.53,426.09,867.8,Új lakás,3.98
2022 Q1,Galați,1674.41,447.47,961.07,Használt lakás,3.81
2022 Q1,Galați,1469.55,479.36,841.21,Használt lakás,6.58
2022 Q1,Ploiești,1725.99,481.99,853.28,Új lakás,4.75
2022 Q1,Ploiești,1719.86,363.54,898.58,Felújított lakás,3.83
2022 Q1,Ploiești,1442.66,515.21,994.77,Új lakás,4.36
2022 Q1,Ploiești,1732.05,552.16,810.18,Felújított lakás,2.0
2022 Q1,Ploiești,1678.82,470.1,777.55,Új lakás,3.72
2022 Q1,Arad,1687.31,474.04,812.79,Használt lakás,3.58
2022 Q1,Arad,1597.66,402.82,851.43,Használt lakás,2.46
2022 Q1,Arad,1679.08,417.56,920.76,Használt lakás,3.39
2022 Q1,Arad,1534.84,491.78,808.04,Használt lakás,4.08
2022 Q1,Arad,1512.15,457.73,884.32,Felújított lakás,2.66
2022 Q1,Bacău,1448.28,489.93,858.39,Felújított lakás,3.97
2022 Q1,Bacău,1639.32,482.3,896.49,Használt lakás,3.9
2022 Q1,Bacău,1359.12,410.08,975.68,Felújított lakás,3.8
2022 Q1,Bacău,1714.03,466.17,856.52,Használt lakás,3.35
2022 Q1,Bacău,1895.91,490.13,827.91,Felújított lakás,2.15
2022 Q1,Târgu Mureș,1836.85,473.47,904.65,Használt lakás,4.66
2022 Q1,Târgu Mureș,1544.46,506.9,823.75,Használt lakás,2.81
2022 Q1,Târgu Mureș,1739.74,473.67,891.11,Használt lakás,4.21
2022 Q1,Târgu Mureș,1676.55,417.74,824.88,Új lakás,3.48
2022 Q1,Târgu Mureș,1500.22,497.16,931.21,Használt lakás,5.15
2022 Q1,Baia Mare,1559.3,491.68,886.74,Új lakás,4.42
2022 Q1,Baia Mare,1494.62,552.82,915.59,Használt lakás,4.75
2022 Q1,Baia Mare,1744.42,501.37,798.36,Új lakás,3.66
2022 Q1,Baia Mare,1401.87,496.6,849.85,Felújított lakás,3.76
2022 Q1,Baia Mare,1744.48,461.72,844.87,Felújított lakás,3.82
2022 Q1,Satu Mare,1379.2,469.36,710.85,Felújított lakás,3.21
2022 Q1,Satu Mare,1702.62,497.89,824.31,Új lakás,3.84
2022 Q1,Satu Mare,1471.0,479.91,1035.82,Felújított lakás,5.65
2022 Q1,Satu Mare,1606.31,486.41,801.23,Új lakás,3.0
2022 Q1,Satu Mare,1643.46,459.0,914.25,Új lakás,5.37
2022 Q1,Botoșani,1639.91,484.07,759.15,Használt lakás,4.55
2022 Q1,Botoșani,1462.76,463.28,917.57,Felújított lakás,4.83
2022 Q1,Botoșani,1544.02,463.64,818.04,Használt lakás,2.6
2022 Q1,Botoșani,1523.82,415.47,900.98,Használt lakás,4.19
2022 Q1,Botoșani,1667.26,441.82,788.3,Új lakás,3.85
2022 Q1,Pitești,1607.69,474.11,842.63,Új lakás,5.51
